id_techo;tipo_edificio;tipo_techo;edificio;tipo_sistema;capacidad;caracteristicas;generacion_anual_de_energia;huella_de_carbono_anual_evidata;calle;barrio;comuna
140;Público;Solar Térmico;RB-M5B-C1b - Rodrigo Bueno;;1200 lts;4 colectores de placa plana termosifónicos de 300 litros cada uno.;22920;6.12;;BOCA;Comuna 4
141;Público;Solar Térmico;RB-M5B-C2b - Rodrigo Bueno;;1200 lts;4 colectores de placa plana termosifónicos de 300 litros cada uno.;22920;6.12;;;
142;Público;Solar Térmico;RB-M6-C1 - Rodrigo Bueno;;1500 lts;5 colectores de placa plana termosifónicos de 300 litros cada uno.;28650;7.65;;BOCA;Comuna 4
143;Público;Solar Térmico;RB-M6-C2 - Rodrigo Bueno;;900 lts;3 colectores de placa plana termosifónicos de 300 litros cada uno.;17190;4.59;;BOCA;Comuna 4
144;Público;Solar Térmico;RB-M6-C3 - Rodrigo Bueno;;1500 lts;5 colectores de placa plana termosifónicos de 300 litros cada uno.;28650;7.65;;BOCA;Comuna 4
145;Público;Solar Térmico;RB-M6-C4 - Rodrigo Bueno;;900 lts;3 colectores de placa plana termosifónicos de 300 litros cada uno.;17190;4.59;;BOCA;Comuna 4
146;Público;Solar Térmico;RB-M6-C5 - Rodrigo Bueno;;900 lts;3 colectores de placa plana termosifónicos de 300 litros cada uno.;17190;4.59;;BOCA;Comuna 4
147;Público;Solar Térmico;RB-M6-C6 - Rodrigo Bueno;;1200 lts;4 colectores de placa plana termosifónicos de 300 litros cada uno.;22920;6.12;;BOCA;Comuna 4
148;Público;Solar Térmico;RB-M7-C1 - Rodrigo Bueno;;1500 lts;5 colectores de placa plana termosifónicos de 300 litros cada uno.;28650;7.65;;BOCA;Comuna 4
149;Público;Solar Térmico;RB-M7-C2 - Rodrigo Bueno;;1200 lts;4 colectores de placa plana termosifónicos de 300 litros cada uno.;22920;6.12;;BOCA;Comuna 4
150;Público;Solar Térmico;RB-M7-C3 - Rodrigo Bueno;;1500 lts;5 colectores de placa plana termosifónicos de 300 litros cada uno.;28650;7.65;;BOCA;Comuna 4
151;Público;Solar Térmico;RB-M7-C4 - Rodrigo Bueno;;1200 lts;4 colectores de placa plana termosifónicos de 300 litros cada uno.;22920;6.12;;BOCA;Comuna 4
152;Público;Solar Térmico;RB-M7-C5 - Rodrigo Bueno;;1500 lts;5 colectores de placa plana termosifónicos de 300 litros cada uno.;28650;7.65;;BOCA;Comuna 4
153;Público;Solar Térmico;RB-M7-C6 - Rodrigo Bueno;;1200 lts;4 colectores de placa plana termosifónicos de 300 litros cada uno.;22920;6.12;;BOCA;Comuna 4
154;Público;Solar Térmico;RB-M7-C7 - Rodrigo Bueno;;1500 lts;5 colectores de placa plana termosifónicos de 300 litros cada uno.;28650;7.65;;BOCA;Comuna 4
155;Público;Solar Térmico;RB-M7-C8 - Rodrigo Bueno;;1200 lts;4 colectores de placa plana termosifónicos de 300 litros cada uno.;22920;6.12;;BOCA;Comuna 4
156;Público;Solar Térmico;RB-M8-C1 - Rodrigo Bueno;;1500 lts;5 colectores de placa plana termosifónicos de 300 litros cada uno.;28650;7.65;;BOCA;Comuna 4
157;Público;Solar Térmico;RB-M8-C2 - Rodrigo Bueno;;1500 lts;5 colectores de placa plana termosifónicos de 300 litros cada uno.;28650;7.65;;BOCA;Comuna 4
158;Público;Solar Térmico;RB-M8-C3 - Rodrigo Bueno;;1500 lts;5 colectores de placa plana termosifónicos de 300 litros cada uno.;28650;7.65;;BOCA;Comuna 4
159;Público;Solar Térmico;RB-M8-C4 - Rodrigo Bueno;;1500 lts;5 colectores de placa plana termosifónicos de 300 litros cada uno.;28650;7.65;;BOCA;Comuna 4
160;Público;Solar Térmico;RB-M8-C5 - Rodrigo Bueno;;1500 lts;5 colectores de placa plana termosifónicos de 300 litros cada uno.;28650;7.65;;BOCA;Comuna 4
161;Público;Solar Térmico;RB-M8-C6 - Rodrigo Bueno;;1200 lts;4 colectores de placa plana termosifónicos de 300 litros cada uno.;22920;6.12;;BOCA;Comuna 4
162;Público;Solar Térmico;PC-MA-C1 - Playón Chacarita (Fraga);;1000 lts;4 captadores de tubos al vacío con tecnología Heat Pipe  conectados en serie, que a su vez es almacenado en un tanque principal para uso de agua caliente del consorcio.;19100;5.1;;VILLA ORTUZAR;Comuna 15
163;Público;Solar Térmico;PC-MA-C2 - Playón Chacarita (Fraga);;1000 lts;4 captadores de tubos al vacío con tecnología Heat Pipe  conectados en serie, que a su vez es almacenado en un tanque principal para uso de agua caliente sanitaria del consorcio.;19100;5.1;;VILLA ORTUZAR;Comuna 15
164;Público;Solar Térmico;PC-MA-C3 - Playón Chacarita (Fraga);;1000 lts;4 captadores de tubos al vacío con tecnología Heat Pipe  conectados en serie, que a su vez es almacenado en un tanque principal para uso de agua caliente sanitaria del consorcio.;19100;5.1;;VILLA ORTUZAR;Comuna 15
165;Público;Solar Térmico;PC-MA-C4 - Playón Chacarita (Fraga);;2000 lts;7 captadores de tubos al vacío con tecnología Heat Pipe  conectados en serie, que a su vez es almacenado en un tanque principal para uso de agua caliente sanitaria del consorcio.;38200;10.2;;VILLA ORTUZAR;Comuna 15
166;Público;Solar Térmico;PC-MA-C5 - Playón Chacarita (Fraga);;2000 lts;7 captadores de tubos al vacío con tecnología Heat Pipe  conectados en serie, que a su vez es almacenado en tanques principales para uso de agua caliente sanitaria del consorcio.;38200;10.2;;CHACARITA;Comuna 15
167;Público;Solar Térmico;PC-MA-C6 - Playón Chacarita (Fraga);;1000 lts;4 captadores de tubos al vacío con tecnología Heat Pipe  conectados en serie, que a su vez es almacenado en un tanque principal para uso de agua caliente sanitaria del consorcio.;19100;5.1;;CHACARITA;Comuna 15
168;Público;Solar Térmico;PC-MA-C7 - Playón Chacarita (Fraga);;1000 lts;4 captadores de tubos al vacío con tecnología Heat Pipe conectados en serie, que a su vez es almacenado en un tanque principal para uso de agua caliente sanitaria del consorcio.;19100;5.1;;CHACARITA;Comuna 15
169;Público;Solar Térmico;PC-MA-C8 - Playón Chacarita (Fraga);;1000 lts;4 captadores de tubos al vacío con tecnología Heat Pipe conectados en serie, que a su vez es almacenado en un tanque principal para uso de agua caliente sanitaria del consorcio.;19100;5.1;;CHACARITA;Comuna 15
170;Público;Solar Térmico;PC-MB-C1 - Playón Chacarita (Fraga);;1000 lts;4 captadores de tubos al vacío con tecnología Heat Pipe conectados en serie, que a su vez es almacenado en un tanque principal para uso de agua caliente sanitaria del consorcio.;19100;5.1;;CHACARITA;Comuna 15
171;Público;Solar Térmico;PC-MB-C2 - Playón Chacarita (Fraga);;1000 lts;4 captadores de tubos al vacío con tecnología Heat Pipe conectados en serie, que a su vez es almacenado en un tanque principal para uso de agua caliente sanitaria del consorcio.;19100;5.1;;CHACARITA;Comuna 15
172;Público;Solar Térmico;PC-MB-C3 - Playón Chacarita (Fraga);;1000 lts;4 captadores de tubos al vacío con tecnología Heat Pipe conectados en serie, que a su vez es almacenado en un tanque principal para uso de agua caliente sanitaria del consorcio.;19100;5.1;;CHACARITA;Comuna 15
173;Público;Solar Térmico;PC-MB-C4 - Playón Chacarita (Fraga);;2000 lts;7 captadores de tubos al vacío con tecnología Heat Pipe conectados en serie, que a su vez es almacenado en un tanque principal para uso de agua caliente sanitaria del consorcio.;38200;10.2;;CHACARITA;Comuna 15
174;Público;Solar Térmico;PC-MB-C5 - Playón Chacarita (Fraga);;2000 lts;7 captadores de tubos al vacío con tecnología Heat Pipe conectados en serie, que a su vez es almacenado en un tanque principal para uso de agua caliente sanitaria del consorcio.;38200;10.2;;CHACARITA;Comuna 15
175;Público;Solar Térmico;PC-MB-C6 - Playón Chacarita (Fraga);;1000 lts;4 captadores de tubos al vacío con tecnología Heat Pipe conectados en serie, que a su vez es almacenado en un tanque principal para uso de agua caliente sanitaria del consorcio.;19100;5.1;;CHACARITA;Comuna 15
176;Público;Solar Térmico;PC-MB-C7 - Playón Chacarita (Fraga);;1000 lts;4 captadores de tubos al vacío con tecnología Heat Pipe conectados en serie, que a su vez es almacenado en un tanque principal para uso de agua caliente sanitaria del consorcio.;19100;5.1;;CHACARITA;Comuna 15
177;Público;Solar Térmico;PC-MB-C8 - Playón Chacarita (Fraga);;1000 lts;4 captadores de tubos al vacío con tecnología Heat Pipe conectados en serie, que a su vez es almacenado en un tanque principal para uso de agua caliente sanitaria del consorcio.;19100;5.1;;CHACARITA;Comuna 15
178;Público;Solar Térmico;PC-MC-C1 - Playón Chacarita (Fraga);;1000 lts;4 captadores de tubos al vacío con tecnología Heat Pipe conectados en serie, que a su vez es almacenado en un tanque principal para uso de agua caliente sanitaria del consorcio.;19100;5.1;;CHACARITA;Comuna 15
179;Público;Solar Térmico;PC-MC-C2 - Playón Chacarita (Fraga);;1000 lts;4 captadores de tubos al vacío con tecnología Heat Pipe conectados en serie, que a su vez es almacenado en un tanque principal para uso de agua caliente sanitaria del consorcio.;19100;5.1;;CHACARITA;Comuna 15
180;Público;Solar Térmico;PC-MC-C3 - Playón Chacarita (Fraga);;2000 lts;7 captadores de tubos al vacío con tecnología Heat Pipe conectados en serie, que a su vez es almacenado en tanques principales para uso de agua caliente sanitaria del consorcio.;38200;10.2;;CHACARITA;Comuna 15
181;Público;Solar Térmico;PC-MC-C4 - Playón Chacarita (Fraga);;2000 lts;8 captadores de tubos al vacío con tecnología Heat Pipe conectados en serie, que a su vez es almacenado en un tanque principal para uso de agua caliente sanitaria del consorcio.;38200;10.2;;CHACARITA;Comuna 15
182;Público;Solar Térmico;PC-MC-C5 - Playón Chacarita (Fraga);;1000 lts;4 captadores de tubos al vacío con tecnología Heat Pipe conectados en serie, que a su vez es almacenado en un tanque principal para uso de agua caliente sanitaria del consorcio.;19100;5.1;;CHACARITA;Comuna 15
183;Público;Solar Térmico;PC-MD-C1 - Playón Chacarita (Fraga);;1000 lts;5 captadores de tubos al vacío con tecnología Heat Pipe conectados en serie, que a su vez es almacenado en un tanque principal para uso de agua caliente sanitaria del consorcio.;19100;5.1;;CHACARITA;Comuna 15
184;Público;Solar Térmico;PC-MD-C2 - Playón Chacarita (Fraga);;1000 lts;5 captadores de tubos al vacío con tecnología Heat Pipe conectados en serie, que a su vez es almacenado en un tanque principal para uso de agua caliente sanitaria del consorcio.;19100;5.1;;CHACARITA;Comuna 15
185;Público;Solar Térmico;PC-MD-C3 - Playón Chacarita (Fraga);;1000 lts;5 captadores de tubos al vacío con tecnología Heat Pipe conectados en serie, que a su vez es almacenado en un tanque principal para uso de agua caliente sanitaria del consorcio.;19100;5.1;;CHACARITA;Comuna 15
186;Público;Solar Térmico;PC-MD-C4 - Playón Chacarita (Fraga);;1000 lts;3 captadores de tubos al vacío con tecnología Heat Pipe conectados en serie, que a su vez es almacenado en un tanque principal para uso de agua caliente sanitaria del consorcio.;19100;5.1;;CHACARITA;Comuna 15
187;Público;Solar Térmico;PC-MD-C5 - Playón Chacarita (Fraga);;1000 lts;3 captadores de tubos al vacío con tecnología Heat Pipe conectados en serie, que a su vez es almacenado en un tanque principal para uso de agua caliente sanitaria del consorcio.;19100;5.1;;CHACARITA;Comuna 15
188;Público;Solar Térmico;PC-MD-C6 - Playón Chacarita (Fraga);;1000 lts;3 captadores de tubos al vacío con tecnología Heat Pipe conectados en serie, que a su vez es almacenado en un tanque principal para uso de agua caliente sanitaria del consorcio.;19100;5.1;;CHACARITA;Comuna 15
189;Público;Solar Térmico;PC-MD-C7 - Playón Chacarita (Fraga);;1000 lts;3 captadores de tubos al vacío con tecnología Heat Pipe conectados en serie, que a su vez es almacenado en un tanque principal para uso de agua caliente sanitaria del consorcio.;19100;5.1;;;
190;Público;Solar Térmico;PC-MD-C8 - Playón Chacarita (Fraga);;1000 lts;6 captadores de tubos al vacío con tecnología Heat Pipe conectados en serie, que a su vez es almacenado en un tanque principal para uso de agua caliente sanitaria del consorcio.;19100;5.1;;;
191;Público;Solar Térmico;PC-MD-C9 - Playón Chacarita (Fraga);;1000 lts;6 captadores de tubos al vacío con tecnología Heat Pipe conectados en serie, que a su vez es almacenado en un tanque principal para uso de agua caliente sanitaria del consorcio.;19100;5.1;;;
192;Público;Solar Térmico;PC-MD-C10 - Playón Chacarita (Fraga);;1000 lts;3 captadores de tubos al vacío con tecnología Heat Pipe conectados en serie, que a su vez es almacenado en un tanque principal para uso de agua caliente sanitaria del consorcio.;19100;5.1;;;
193;Público;Solar Térmico;PC-MD-C11 - Playón Chacarita (Fraga);;1000 lts;3 captadores de tubos al vacío con tecnología Heat Pipe conectados en serie, que a su vez es almacenado en un tanque principal para uso de agua caliente sanitaria del consorcio.;19100;5.1;;;
194;Privado;Solar Fotovoltaico;PM-YPF-A01N1-FV;On-Grid;9900 Wp;30 paneles de 330Wp c/u;15360;7.1;;RETIRO;Comuna 1
195;Privado;Solar Fotovoltaico;PM-YPF-A01N2-FV;On-Grid;9900Wp;30 paneles de Silicio Policristalino de 330 Wp c/u;15360;7.1;Eje G;RETIRO;Comuna 1
196;Privado;Solar Fotovoltaico;PM-YPF-A01N3-FV;On-Grid;9900Wp;30 paneles de Silicio Policristalino de 330 Wp c/u;15360;7.1;Eje E;RETIRO;Comuna 1
197;Privado;Solar Fotovoltaico;PM-YPF-A01N4-FV;On-Grid;9900 Wp;30 Paneles de Silicio Policristalinos de 330 Wp c/u;15360;7.1;Eje F;RETIRO;Comuna 1
198;Privado;Solar Fotovoltaico;PM-YPF-A01N5-FV;On-Grid;9900 Wp;30 Paneles de Silicio Policristalinos de 330 Wp c/u;15360;7.1;Eje P;RETIRO;Comuna 1
199;Privado;Solar Fotovoltaico;PM-YPF-A02N1-FV;On-Grid;9570 Wp;29 Paneles de Silicio Policristalinos de 330Wp c/u;14850;6.86;Eje M;RETIRO;Comuna 1
200;Privado;Solar Fotovoltaico;PM-YPF-A02N2-FV;On-Grid;9240 Wp;28 Paneles de Silicio Policristalinos de 330Wp c/u;14330;6.62;Eje G;RETIRO;Comuna 1
201;Privado;Solar Fotovoltaico;PM-YPF-A02N3-FV;On-Grid;8580 Wp;26 Paneles de Silicio Policristalinos de 330Wp c/u;13310;6.15;Eje O;RETIRO;Comuna 1
202;Privado;Solar Fotovoltaico;PM-YPF-A02N4-FV;On-Grid;8250 Wp;25 Paneles de Silicio Policristalinos de 330Wp c/u;12800;5.91;Eje M;RETIRO;Comuna 1
203;Privado;Solar Fotovoltaico;PM-YPF-A02N5-FV;On-Grid;7260 Wp;22 Paneles de Silicio Policristalinos de 330Wp c/u;11260;5.2;Eje E;RETIRO;Comuna 1
204;Privado;Solar Fotovoltaico;PM-YPF-A03N1-FV;On-Grid;9570 Wp;29 Paneles de Silicio Policristalinos de 330Wp c/u;14850;6.86;Eje G;RETIRO;Comuna 1
205;Privado;Solar Fotovoltaico;PM-YPF-A03N2-FV;On-Grid;9240 Wp;28 Paneles de Silicio Policristalinos de 330Wp c/u;14330;6.62;Eje O;RETIRO;Comuna 1
206;Privado;Solar Fotovoltaico;PM-YPF-A03N3-FV;On-Grid;8580 Wp;26 Paneles de Silicio Policristalinos de 330Wp c/u;13310;6.15;Carlos H. Perette;RETIRO;Comuna 1
207;Privado;Solar Fotovoltaico;PM-YPF-A03N4-FV;On-Grid;8250 Wp;25 Paneles de Silicio Policristalinos de 330Wp c/u;12800;5.91;Eje I;RETIRO;Comuna 1
208;Privado;Solar Fotovoltaico;PM-YPF-A03N5-FV;On-Grid;7260 Wp;22 Paneles de Silicio Policristalinos de 330Wp c/u;11260;5.2;Eje H;RETIRO;Comuna 1
209;Privado;Solar Fotovoltaico;PM-A04N1 - Padre Mujica - B31;On-Grid;9240 Wp;28 Paneles de Silicio Policristalinos de 330Wp c/u;14330;6.62;Eje I;;
210;Privado;Solar Fotovoltaico;PM-A04N2 - Padre Mujica - B31;On-Grid;9900 Wp;30 Paneles de Silicio Policristalinos de 330Wp c/u;15360;7.1;Eje O;RETIRO;Comuna 1
211;Privado;Solar Fotovoltaico;PM-A04N3 - Padre Mujica - B31;On-Grid;9900 Wp;30 Paneles de Silicio Policristalinos de 330Wp c/u;15360;7.1;Eje M;RETIRO;Comuna 1
212;Privado;Solar Fotovoltaico;PM-A04N4 - Padre Mujica - B31;On-Grid;9900 Wp;30 Paneles de Silicio Policristalinos de 330Wp c/u;15360;7.1;Eje H;RETIRO;Comuna 1
213;Privado;Solar Fotovoltaico;PM-A04N5 - Padre Mujica - B31;On-Grid;9900;30 Paneles de Silicio Policristalinos de 330Wp c/u;15360;7.1;Eje M;;
214;Privado;Solar Fotovoltaico;PM-A05N1 - Padre Mujica - B31;On-Grid;8580 Wp;26 Paneles de Silicio Policristalinos de 330Wp c/u;13310;6.15;Eje P;RETIRO;Comuna 1
215;Privado;Solar Fotovoltaico;PM-A05N2 - Padre Mujica - B31;On-Grid;8580 Wp;26 Paneles de Silicio Policristalinos de 330Wp c/u;13310;6.15;Eje I;RETIRO;Comuna 1
216;Privado;Solar Fotovoltaico;PM-A05N3 - Padre Mujica - B31;On-Grid;8580 Wp;26 Paneles de Silicio Policristalinos de 330Wp c/u;13310;6.15;Eje P;RETIRO;Comuna 1
217;Privado;Solar Fotovoltaico;PM-A05N4 - Padre Mujica - B31;On-Grid;7590 Wp;23 Paneles de Silicio Policristalinos de 330Wp c/u;11770;5.44;Eje E;RETIRO;Comuna 1
218;Privado;Solar Fotovoltaico;PM-A05N5 - Padre Mujica - B31;On-Grid;6930 Wp;21 Paneles de Silicio Policristalinos de 330Wp c/u;10750;4.97;Eje F;RETIRO;Comuna 1
219;Privado;Solar Fotovoltaico;PM-A06N1 - Padre Mujica - B31;On-Grid;8580 Wp;26 Paneles de Silicio Policristalinos de 330 Wp c/u;13310;6.15;Eje G;RETIRO;Comuna 1
220;Privado;Solar Fotovoltaico;PM-A06N2 - Padre Mujica - B31;On-Grid;8580 Wp;26 Paneles de Silicio Policristalinos de 330 Wp c/u;13310;6.15;Eje F;RETIRO;Comuna 1
221;Privado;Solar Fotovoltaico;PM-A06N3 - Padre Mujica - B31;On-Grid;8580 Wp;26 Paneles de Silicio Policristalinos de 330 Wp c/u;13310;6.15;Eje P;RETIRO;Comuna 1
222;Privado;Solar Fotovoltaico;PM-A06N4 - Padre Mujica - B31;On-Grid;7590 Wp;23 Paneles de Silicio Policristalinos de 330 Wp c/u;11770;5.44;Eje P;RETIRO;Comuna 1
223;Privado;Solar Fotovoltaico;PM-A06N5 - Padre Mujica - B31;On-Grid;6930 Wp;21 Paneles de Silicio Policristalinos de 330 Wp c/u;10750;4.97;Eje O;RETIRO;Comuna 1
224;Privado;Solar Fotovoltaico;PM-YPF-B01N1-FV;On-Grid;7920 Wp;24 Paneles de Silicio Policristalinos de 330 Wp c/u;12290;5.68;Eje M;RETIRO;Comuna 1
225;Privado;Solar Fotovoltaico;PM-YPF-B01N2-FV;On-Grid;7260 Wp;22 Paneles de Silicio Policristalinos de 330 Wp c/u;11260;5.2;Eje F;RETIRO;Comuna 1
226;Privado;Solar Fotovoltaico;PM-YPF-B01N3-FV;On-Grid;7920 Wp;24 Paneles de Silicio Policristalinos de 330 Wp c/u;12290;5.68;Eje H;RETIRO;Comuna 1
227;Privado;Solar Fotovoltaico;PM-YPF-B02N1-FV;On-Grid;7920 Wp;24 Paneles de Silicio Policristalinos de 330 Wp c/u;12290;5.68;Eje E;RETIRO;Comuna 1
228;Privado;Solar Fotovoltaico;PM-YPF-B02N2-FV;On-Grid;7260Wp;22 Paneles de Silicio Policristalinos de 330 Wp c/u;11260;5.2;Carlos H. Perette;RETIRO;Comuna 1
229;Privado;Solar Fotovoltaico;PM-YPF-B02N3-FV;On-Grid;7920 Wp;24 Paneles de Silicio Policristalinos de 330 Wp c/u;12290;5.68;Eje F;RETIRO;Comuna 1
230;Privado;Solar Fotovoltaico;PM-B03N1 - Padre Mujica - B31;On-Grid;7590Wp;23 Paneles de Silicio Policristalinos de 330 Wp c/u;11770;5.44;Eje O;RETIRO;Comuna 1
231;Privado;Solar Fotovoltaico;PM-B03N2 - Padre Mujica - B31;On-Grid;7260Wp;22 Paneles de Silicio Policristalinos de 330 Wp c/u;11260;5.2;Eje H;RETIRO;Comuna 1
232;Privado;Solar Fotovoltaico;PM-B03N3 - Padre Mujica - B31;On-Grid;7590Wp;23  Paneles de Silicio Policristalinos de 330 Wp c/u;11770;5.44;Eje E;RETIRO;Comuna 1
233;Privado;Solar Fotovoltaico;PM-B04N1 - Padre Mujica - B31;On-Grid;7590Wp;23  Paneles de Silicio Policristalinos de 330 Wp c/u;11770;5.44;Eje P;RETIRO;Comuna 1
234;Privado;Solar Fotovoltaico;PM-B04N2 - Padre Mujica - B31;On-Grid;7260Wp;22  Paneles de Silicio Policristalinos de 330 Wp c/u;11260;5.2;Eje G;RETIRO;Comuna 1
235;Privado;Solar Fotovoltaico;PM-B04N3 - Padre Mujica - B31;On-Grid;7590Wp;23  Paneles de Silicio Policristalinos de 330 Wp c/u;11770;5.44;Eje H;RETIRO;Comuna 1
236;Privado;Solar Fotovoltaico;PM-YPF-C01N1;On-Grid;9240 Wp;28  Paneles de Silicio Policristalinos de 330 Wp c/u;14330;6.62;Eje I;RETIRO;Comuna 1
237;Privado;Solar Fotovoltaico;PM-YPF-C01N2;On-Grid;8910;27  Paneles de Silicio Policristalinos de 330 Wp c/u;13820;6.39;Eje M;RETIRO;Comuna 1
238;Público;Solar Fotovoltaico;PM-YPF-C01N3;On-Grid;8910 Wp;27  Paneles de Silicio Policristalinos de 330 Wp c/u;13820;6.39;Eje O;RETIRO;Comuna 1
239;Privado;Solar Fotovoltaico;PM-C02N1 - Padre Mujica - B31;On-Grid;9240 Wp;28  Paneles de Silicio Policristalinos de 330 Wp c/u;14330;6.62;Eje E;RETIRO;Comuna 1
240;Privado;Solar Fotovoltaico;PM-C02N2 - Padre Mujica - B31;On-Grid;9240 Wp;28  Paneles de Silicio Policristalinos de 330 Wp c/u;14330;6.62;Eje F;RETIRO;Comuna 1
241;Privado;Solar Fotovoltaico;PM-C02N3 - Padre Mujica - B31;On-Grid;8910 Wp;27  Paneles de Silicio Policristalinos de 330 Wp c/u;13820;6.39;Eje G;RETIRO;Comuna 1
242;Privado;Solar Fotovoltaico;PM-YPF-D01N1-FV;On-Grid;7920 Wp;24  Paneles de Silicio Policristalinos de 330 Wp c/u;12290;5.68;Eje F;RETIRO;Comuna 1
243;Privado;Solar Fotovoltaico;PM-YPF-D01N2-FV;On-Grid;8910 Wp;27  Paneles de Silicio Policristalinos de 330 Wp c/u;13820;6.39;Eje I;RETIRO;Comuna 1
244;Privado;Solar Fotovoltaico;PM-YPF-D01N3-ST;On-Grid;9570 Wp;29  Paneles de Silicio Policristalinos de 330 Wp c/u;14850;6.86;Eje P;RETIRO;Comuna 1
245;Privado;Solar Fotovoltaico;PM-YPF-D01N4-FV;On-Grid;9240 Wp;28  Paneles de Silicio Policristalinos de 330 Wp c/u;14330;6.62;Eje P;RETIRO;Comuna 1
246;Privado;Solar Fotovoltaico;PM-YPF-D02N1-FV;On-Grid;9900 Wp;30  Paneles de Silicio Policristalinos de 330 Wp c/u;15360;7.1;Eje M;RETIRO;Comuna 1
247;Privado;Solar Fotovoltaico;PM-YPF-D02N2-FV;On-Grid;9900 Wp;30  Paneles de Silicio Policristalinos de 330 Wp c/u;15360;7.1;Eje G;RETIRO;Comuna 1
248;Privado;Solar Fotovoltaico;PM-YPF-D02N3-FV;On-Grid;9900 Wp;30  Paneles de Silicio Policristalinos de 330 Wp c/u;15360;7.1;Eje H;RETIRO;Comuna 1
249;Privado;Solar Fotovoltaico;PM-YPF-D02N4-FV;On-Grid;9900 Wp;30  Paneles de Silicio Policristalinos de 330 Wp c/u;15360;7.1;Eje O;RETIRO;Comuna 1
250;Privado;Solar Fotovoltaico;PM-E01N1 - Padre Mujica - B31;On-Grid;8250 Wp;25 Paneles de Silicio Policristalinos de 330 Wp c/u;12800;5.91;Eje H;RETIRO;Comuna 1
251;Privado;Solar Fotovoltaico;PM-E01N2 - Padre Mujica - B31;On-Grid;8910 Wp;27 Paneles de Silicio Policristalinos de 330 Wp c/u;13820;6.39;Eje E;RETIRO;Comuna 1
252;Privado;Solar Fotovoltaico;PM-E01N3 - Padre Mujica - B31;On-Grid;7920 Wp;24 Paneles de Silicio Policristalinos de 330 Wp c/u;12290;5.68;Eje G;RETIRO;Comuna 1
253;Privado;Solar Fotovoltaico;PM-E01N4 - Padre Mujica - B31;On-Grid;7260 Wp;22 Paneles de Silicio Policristalinos de 330 Wp c/u;11260;5.2;Eje I;RETIRO;Comuna 1
254;Privado;Solar Fotovoltaico;PM-E01N5 - Padre Mujica - B31;On-Grid;7590 Wp;23 Paneles de Silicio Policristalinos de 330 Wp c/u;11770;5.44;Eje O;RETIRO;Comuna 1
255;Privado;Solar Fotovoltaico;PM-E01N6 - Padre Mujica - B31;On-Grid;8580 Wp;26 Paneles de Silicio Policristalinos de 330 Wp c/u;13310;6.15;Eje H;RETIRO;Comuna 1
256;Privado;Solar Fotovoltaico;PM-E01N7 - Padre Mujica - B31;On-Grid;7920 Wp;24 Paneles de Silicio Policristalinos de 330 Wp c/u;12290;5.68;Eje F;RETIRO;Comuna 1
257;Privado;Solar Fotovoltaico;PM-E02N1 - Padre Mujica - B31;;8250 Wp;25 Paneles de Silicio Policristalinos de 330 Wp c/u;12800;5.91;Eje I;RETIRO;Comuna 1
258;Privado;Solar Fotovoltaico;PM-E02N2 - Padre Mujica - B31;On-Grid;8910 Wp;27 Paneles de Silicio Policristalinos de 330 Wp c/u;13820;6.39;Eje P;RETIRO;Comuna 1
259;Privado;Solar Fotovoltaico;PM-E02N3 - Padre Mujica - B31;On-Grid;7920 Wp;24 Paneles de Silicio Policristalinos de 330 Wp c/u;12290;5.68;Eje M;RETIRO;Comuna 1
260;Privado;Solar Fotovoltaico;PM-E02N4 - Padre Mujica - B31;On-Grid;7260 Wp;22 Paneles de Silicio Policristalinos de 330 Wp c/u;11260;5.2;Eje O;RETIRO;Comuna 1
261;Privado;Solar Fotovoltaico;PM-E02N5 - Padre Mujica - B31;On-Grid;7590 Wp;23 Paneles de Silicio Policristalinos de 330 Wp c/u;11770;5.44;Eje P;RETIRO;Comuna 1
262;Privado;Solar Fotovoltaico;PM-E02N6 - Padre Mujica - B31;On-Grid;8580 Wp;26 Paneles de Silicio Policristalinos de 330 Wp c/u;13310;6.15;Eje O;RETIRO;Comuna 1
263;Privado;Solar Fotovoltaico;PM-E02N7 - Padre Mujica - B31;On-Grid;7920 Wp;24 Paneles de Silicio Policristalinos de 330 Wp c/u;12290;5.68;Eje F;RETIRO;Comuna 1
264;Privado;Solar Fotovoltaico;PM-E03N1 - Padre Mujica - B31;On-Grid;8250 Wp;25 Paneles de Silicio Policristalinos de 330 Wp c/u;12800;5.91;Eje E;RETIRO;Comuna 1
265;Privado;Solar Fotovoltaico;PM-E03N2 - Padre Mujica - B31;On-Grid;;27 Paneles de Silicio Policristalinos de 330 Wp c/u;13820;6.39;Eje P;RETIRO;Comuna 1
266;Privado;Solar Fotovoltaico;PM-E03N3 - Padre Mujica - B31;On-Grid;7920 Wp;24 Paneles de Silicio Policristalinos de 330 Wp c/u;12290;5.68;Eje F;RETIRO;Comuna 1
267;Privado;Solar Fotovoltaico;PM-E03N4 - Padre Mujica - B31;On-Grid;7260 Wp;22 Paneles de Silicio Policristalinos de 330 Wp c/u;11260;5.2;Eje G;RETIRO;Comuna 1
268;Privado;Solar Fotovoltaico;PM-E03N5 - Padre Mujica - B31;On-Grid;7590 Wp;23 Paneles de Silicio Policristalinos de 330 Wp c/u;11770;5.44;Eje E;RETIRO;Comuna 1
269;Privado;Solar Fotovoltaico;PM-E03N6 - Padre Mujica - B31;On-Grid;8580 Wp;26 Paneles de Silicio Policristalinos de 330 Wp c/u;13310;6.15;Eje P;RETIRO;Comuna 1
